interest,registration,vote_2016,vote_intention,ideo5,employment,foreign_born,gender,census_region,hispanic,race_ethnicity,household_income,state,congress_district,language,vote_biden,age_group,race,education_level,stateicp
Most of the time,Registered,Hillary Clinton,"No, I will not vote but I am eligible",Moderate,Unemployed or temporarily on layoff,The United States,male,Midwest,not hispanic,Asian (Asian Indian),"Less than $50,000",WI,WI04,"Yes, we speak a language other than Spanish or English.",0,age_30-44,asian,Some post secondary,wisconsin
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Self-employed,The United States,female,South,not hispanic,"Black, or African American","$50,000 to $99,999",MD,MD04,"No, we speak only English.",1,age_60_or_more,black,Some post secondary,maryland
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,male,South,not hispanic,White,"$100,000 to $149,999",GA,GA13,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,georgia
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Full-time employed,The United States,female,South,not hispanic,"Black, or African American","Less than $50,000",NC,NC13,"No, we speak only English.",1,age_60_or_more,black,Post secondary or higher,north carolina
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Full-time employed,The United States,female,Northeast,not hispanic,White,"$100,000 to $149,999",PA,PA14,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,pennsylvania
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Full-time employed,Another country,male,Midwest,not hispanic,White,"$100,000 to $149,999",WI,WI06,"No, we speak only English.",1,age_60_or_more,white,Graduate degree,wisconsin
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Unemployed or temporarily on layoff,The United States,female,West,not hispanic,White,"Less than $50,000",WA,WA10,"No, we speak only English.",1,age_30-44,white,Some post secondary,washington
Only now and then,Not registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Homemaker,The United States,female,Midwest,not hispanic,"Black, or African American","$50,000 to $99,999",MO,MO06,"No, we speak only English.",1,age_18-29,black,High school or less,missouri
Hardly at all,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Retired,The United States,female,Midwest,not hispanic,White,"Less than $50,000",OH,OH15,"No, we speak only English.",0,age_60_or_more,white,High school or less,ohio
Some of the time,Not registered,Donald Trump,Not sure,Not Sure,Full-time employed,The United States,female,South,not hispanic,White,"Less than $50,000",FL,FL13,"No, we speak only English.",0,age_30-44,white,High school or less,florida
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Student,The United States,female,South,not hispanic,"Black, or African American","Less than $50,000",FL,FL26,"No, we speak only English.",1,age_18-29,black,Some post secondary,florida
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Full-time employed,The United States,female,South,not hispanic,"Black, or African American","$50,000 to $99,999",MS,MS04,"No, we speak only English.",1,age_18-29,black,Post secondary or higher,mississippi
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,male,South,not hispanic,White,"$50,000 to $99,999",AL,AL02,"No, we speak only English.",0,age_30-44,white,High school or less,alabama
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Conservative,Self-employed,The United States,male,South,not hispanic,American Indian or Alaska Native,"Less than $50,000",TX,TX08,"No, we speak only English.",0,age_60_or_more,"other race, nec",Post secondary or higher,texas
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,male,Midwest,not hispanic,White,"$50,000 to $99,999",IA,IA01,"No, we speak only English.",1,age_30-44,white,Post secondary or higher,iowa
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Unemployed or temporarily on layoff,The United States,female,South,not hispanic,White,"Less than $50,000",FL,FL11,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,florida
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,female,South,not hispanic,White,"$200,000 to $249,999",FL,FL27,"No, we speak only English.",0,age_60_or_more,white,Graduate degree,florida
Some of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Retired,The United States,female,South,not hispanic,White,"$100,000 to $149,999",NC,NC07,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,north carolina
Most of the time,Registered,Gary Johnson,"Yes, I will vote",Moderate,Retired,The United States,male,Midwest,not hispanic,White,"Less than $50,000",IA,IA03,"No, we speak only English.",1,age_60_or_more,white,High school or less,iowa
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Retired,The United States,female,South,not hispanic,White,"$50,000 to $99,999",FL,FL17,"No, we speak only English.",0,age_60_or_more,white,High school or less,florida
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Full-time employed,The United States,female,South,not hispanic,White,"$100,000 to $149,999",TX,TX03,"No, we speak only English.",1,age_45-59,white,Some post secondary,texas
Most of the time,Not registered,Was not eligible to vote,"No, I am not eligible to vote",Conservative,Unemployed or temporarily on layoff,The United States,male,South,hispanic,"Black, or African American","Less than $50,000",VA,VA01,"No, we speak only English.",0,age_30-44,black,High school or less,virginia
Some of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Unemployed or temporarily on layoff,The United States,male,South,not hispanic,White,"$100,000 to $149,999",MD,MD07,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,maryland
Only now and then,Not registered,"Did not vote, but was eligible","No, I will not vote but I am eligible",Not Sure,Full-time employed,The United States,female,Midwest,not hispanic,American Indian or Alaska Native,"Less than $50,000",OH,OH06,"No, we speak only English.",0,age_30-44,"other race, nec",High school or less,ohio
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Full-time employed,The United States,male,South,not hispanic,Asian (Asian Indian),"$50,000 to $99,999",VA,VA06,"No, we speak only English.",1,age_18-29,asian,Post secondary or higher,virginia
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Retired,The United States,female,South,not hispanic,White,"$50,000 to $99,999",FL,FL05,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,florida
Some of the time,Not registered,Was not eligible to vote,"No, I am not eligible to vote",Not Sure,Full-time employed,The United States,male,Northeast,not hispanic,White,"$50,000 to $99,999",NY,,"No, we speak only English.",0,age_18-29,white,High school or less,new york
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Part-time employed,The United States,male,South,not hispanic,"Black, or African American","Less than $50,000",MD,MD04,"No, we speak only English.",1,age_18-29,black,High school or less,maryland
Only now and then,Registered,Donald Trump,"Yes, I will vote",Conservative,Other:,The United States,male,South,not hispanic,White,"Less than $50,000",AR,AR03,"Yes, we speak a language other than Spanish or English.",0,age_45-59,white,Some post secondary,arkansas
Hardly at all,Registered,Was not eligible to vote,"Yes, I will vote",Not Sure,Self-employed,The United States,female,West,not hispanic,White,"Less than $50,000",AZ,AZ06,"No, we speak only English.",1,age_18-29,white,High school or less,arizona
Some of the time,Registered,Donald Trump,"Yes, I will vote",Very Liberal,Full-time employed,The United States,male,South,hispanic,White,"$50,000 to $99,999",FL,,"No, we speak only English.",1,age_18-29,white,High school or less,florida
Only now and then,Registered,Hillary Clinton,Not sure,Moderate,Homemaker,The United States,female,Midwest,not hispanic,White,"Less than $50,000",MI,MI12,"No, we speak only English.",1,age_30-44,white,High school or less,michigan
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Self-employed,The United States,male,Midwest,not hispanic,Asian (Chinese),"$250,000 and above",MI,MI08,"No, we speak only English.",1,age_60_or_more,asian,Post secondary or higher,michigan
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Full-time employed,The United States,male,Midwest,not hispanic,White,"Less than $50,000",OH,OH09,"No, we speak only English.",1,age_30-44,white,Some post secondary,ohio
Some of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Homemaker,The United States,female,Midwest,not hispanic,White,"Less than $50,000",MI,MI10,"No, we speak only English.",0,age_30-44,white,Some post secondary,michigan
Only now and then,Registered,"Did not vote, but was eligible",Not sure,Very Conservative,Self-employed,The United States,male,Northeast,not hispanic,White,"$50,000 to $99,999",PA,PA08,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,pennsylvania
Some of the time,Don't know,Hillary Clinton,"Yes, I will vote",Not Sure,Full-time employed,The United States,male,South,not hispanic,White,"$50,000 to $99,999",DE,DE00,"No, we speak only English.",1,age_30-44,white,Post secondary or higher,delaware
Hardly at all,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Part-time employed,The United States,female,Midwest,not hispanic,White,"$50,000 to $99,999",OH,OH04,"No, we speak only English.",1,age_45-59,white,High school or less,ohio
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Part-time employed,The United States,female,South,not hispanic,"Black, or African American","Less than $50,000",VA,VA03,"No, we speak only English.",1,age_18-29,black,Some post secondary,virginia
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Student,The United States,male,South,not hispanic,"Black, or African American","Less than $50,000",FL,FL10,"No, we speak only English.",1,age_30-44,black,Some post secondary,florida
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,male,West,hispanic,White,"$150,000 to $199,999",CA,CA42,"Yes, we speak Spanish.",1,age_45-59,white,Graduate degree,california
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Homemaker,The United States,female,Northeast,not hispanic,White,"$100,000 to $149,999",PA,PA09,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,pennsylvania
Only now and then,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,female,South,hispanic,Some other race,"Less than $50,000",AL,AL05,"No, we speak only English.",0,age_18-29,"other race, nec",Some post secondary,alabama
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Retired,Another country,male,South,not hispanic,"Black, or African American","$50,000 to $99,999",TX,TX17,"Yes, we speak a language other than Spanish or English.",1,age_60_or_more,black,Some post secondary,texas
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,Another country,male,West,not hispanic,Asian (Filipino),"$150,000 to $199,999",CA,CA19,"No, we speak only English.",0,age_45-59,asian,Post secondary or higher,california
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Full-time employed,The United States,male,Northeast,not hispanic,White,"$250,000 and above",NY,NY09,"No, we speak only English.",1,age_30-44,white,Graduate degree,new york
Only now and then,Registered,"Did not vote, but was eligible",Not sure,Moderate,Full-time employed,The United States,male,West,not hispanic,"Black, or African American","Less than $50,000",WA,WA01,"No, we speak only English.",1,age_30-44,black,Some post secondary,washington
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Full-time employed,The United States,female,South,hispanic,Some other race,"Less than $50,000",FL,FL24,"No, we speak only English.",1,age_18-29,"other race, nec",Post secondary or higher,florida
